date_created,date_closed,stage,market_segment,Sum of net_revenue,Count of deal_id
1/30/2024,2/2/2024,Closed Won,Indirect,1127.28,1
1/30/2024,2/16/2024,Closed Won,SMB,5580,1
1/30/2024,2/23/2024,Closed Lost,SMB,5260,1
1/30/2024,3/22/2024,Closed Won,Mid Market,7696.08,1
1/30/2024,4/19/2024,Closed Lost,Mid Market,98136,1
1/30/2024,5/10/2024,Closed Won,SMB,4840.92,1
1/30/2024,5/31/2024,Closed Lost,SMB,2368.8,1
1/30/2024,6/28/2024,Closed Lost,Indirect,13200,1
1/30/2024,12/13/2024,Closed Lost,Mid Market,27360,1
1/30/2024,3/21/2025,Closed Lost,Indirect,34200,1
1/31/2024,2/23/2024,Closed Lost,SMB,5840,1
1/31/2024,3/29/2024,Closed Won,SMB,3030.72,1
1/31/2024,4/12/2024,Closed Lost,Mid Market,7358.4,1
1/31/2024,4/26/2024,Closed Lost,Mid Market,91581.36,1
1/31/2024,5/24/2024,Closed Lost,Mid Market,12249.6,1
1/31/2024,6/21/2024,Closed Won,Large Market,390639.48,1
1/31/2024,7/26/2024,Closed Won,Large Market,103201.68,1
1/31/2024,8/9/2024,Closed Lost,Indirect,24133.8,1
1/31/2024,8/16/2024,Closed Lost,Mid Market,53760,1
1/31/2024,9/27/2024,Closed Lost,Mid Market,21504,1
1/31/2024,10/4/2024,Closed Lost,SMB,5840,1
1/31/2024,12/13/2024,Closed Lost,Indirect,0,1
2/1/2024,3/22/2024,Closed Won,Indirect,2700,1
2/1/2024,3/29/2024,Closed Won,SMB,14515.2,1
2/1/2024,4/12/2024,Closed Won,Indirect,0,1
2/1/2024,5/17/2024,Closed Lost,Mid Market,15708,1
2/1/2024,5/31/2024,Closed Lost,SMB,5788,1
2/2/2024,2/9/2024,Closed Won,Indirect,8640,1
2/2/2024,2/23/2024,Closed Lost,SMB,5260,1
2/2/2024,3/1/2024,Closed Lost,SMB,11897.14,2
2/2/2024,3/8/2024,Closed Lost,Mid Market,35796,1
2/2/2024,3/15/2024,Closed Lost,Mid Market,9303.12,1
2/2/2024,3/29/2024,Closed Won,SMB,5260,1
2/2/2024,4/26/2024,Closed Lost,SMB,5209.2,1
2/2/2024,6/7/2024,Closed Won,Mid Market,11934,1
2/2/2024,6/14/2024,Closed Lost,Large Market,299424,1
2/5/2024,2/9/2024,Closed Won,Indirect,1356,1
2/5/2024,3/8/2024,Closed Lost,Mid Market,34080,1
2/5/2024,7/12/2024,Closed Lost,Indirect,91800,1
2/5/2024,3/21/2025,Closed Lost,Indirect,114535.8,1
2/5/2024,8/1/2025,Closed Lost,Mid Market,18018,1
2/6/2024,2/9/2024,Closed Won,Indirect,220,1
2/6/2024,3/1/2024,Closed Lost,SMB,11094.16,2
2/6/2024,3/1/2024,Closed Won,Indirect,27000,1
2/6/2024,3/29/2024,Closed Lost,SMB,2068.56,1
2/6/2024,4/5/2024,Closed Won,Mid Market,17971.2,1
2/6/2024,4/12/2024,Closed Won,Mid Market,54195.48,1
2/6/2024,4/26/2024,Verbal,Mid Market,4040.28,1
2/6/2024,5/3/2024,Closed Lost,Mid Market,144869.76,2
2/6/2024,5/10/2024,Closed Lost,Mid Market,13440,1
2/6/2024,5/10/2024,Closed Lost,SMB,5260,1
2/6/2024,6/21/2024,Closed Lost,Mid Market,57781.92,2
2/6/2024,7/5/2024,Closed Lost,SMB,5834.16,1
2/6/2024,9/13/2024,Closed Lost,Large Market,279048,1
2/6/2024,9/27/2024,Closed Lost,Mid Market,13464,1
2/6/2024,9/27/2024,Closed Lost,SMB,5580,1
2/6/2024,12/13/2024,Closed Lost,Indirect,0,2
2/7/2024,2/9/2024,Closed Won,Indirect,2064,2
2/7/2024,3/22/2024,Closed Lost,Large Market,37008.72,1
2/7/2024,4/5/2024,Closed Lost,SMB,3900,1
2/7/2024,5/31/2024,Closed Lost,SMB,5580,1
2/7/2024,9/13/2024,Closed Lost,Mid Market,27180,1
2/8/2024,2/23/2024,Closed Lost,SMB,2000,1
2/8/2024,3/1/2024,Closed Won,Indirect,6900,1
2/8/2024,3/15/2024,Closed Lost,Mid Market,21963.24,1
2/8/2024,4/26/2024,Closed Lost,Mid Market,13710.84,1
2/8/2024,6/21/2024,Closed Lost,Mid Market,33984,1
2/8/2024,8/16/2024,Closed Won,Mid Market,21677.04,1
2/8/2024,12/13/2024,Closed Lost,Indirect,0,1
2/9/2024,2/16/2024,Closed Won,Indirect,1323,1
2/9/2024,2/23/2024,Closed Lost,SMB,6880,1
2/9/2024,3/1/2024,Closed Lost,SMB,5260,1
2/9/2024,3/8/2024,Closed Lost,SMB,5260,1
2/9/2024,3/15/2024,Closed Won,SMB,8130.4,2
2/9/2024,3/29/2024,Closed Won,Mid Market,8064,1
2/9/2024,4/26/2024,Closed Lost,Mid Market,13038,1
2/9/2024,4/26/2024,Closed Lost,SMB,5260,1
2/9/2024,5/3/2024,Closed Won,Mid Market,8769.6,1
2/9/2024,5/10/2024,Closed Lost,SMB,5256,1
2/9/2024,6/14/2024,Closed Lost,SMB,5260,1
2/9/2024,12/13/2024,Closed Lost,Indirect,277200,1
2/9/2024,12/20/2024,Closed Lost,Large Market,320160,1
2/12/2024,3/22/2024,Closed Lost,SMB,5260,1
2/12/2024,3/29/2024,Closed Lost,SMB,3727.08,1
2/12/2024,4/12/2024,Closed Lost,Mid Market,9129.84,1
2/12/2024,4/26/2024,Closed Lost,SMB,7380,1
2/12/2024,5/10/2024,Closed Lost,SMB,13433.08,2
2/12/2024,5/24/2024,Closed Lost,Mid Market,11957.4,1
2/12/2024,5/31/2024,Closed Lost,SMB,11567.2,2
2/12/2024,8/16/2024,Closed Won,Large Market,196706.64,1
2/12/2024,10/18/2024,Closed Won,SMB,2494.8,1
2/12/2024,12/13/2024,Closed Lost,Indirect,0,1
2/13/2024,2/16/2024,Closed Won,SMB,5260,1
2/13/2024,3/22/2024,Closed Lost,Mid Market,20023.2,1
2/13/2024,4/5/2024,Closed Lost,SMB,8935.2,1
2/13/2024,4/12/2024,Closed Lost,Mid Market,10311.84,1
2/13/2024,5/3/2024,Closed Won,Mid Market,19722.24,1
2/13/2024,5/10/2024,Closed Lost,Large Market,1032886.08,1
2/13/2024,5/17/2024,Closed Lost,Mid Market,23582.4,1
2/13/2024,5/31/2024,Closed Lost,Large Market,303085.44,1
2/13/2024,6/28/2024,Closed Lost,SMB,5247.8,1
2/13/2024,9/20/2024,Closed Won,Mid Market,13236.48,1
2/13/2024,11/29/2024,Closed Lost,Mid Market,17952,1
2/14/2024,2/16/2024,Closed Won,Indirect,645,1
2/14/2024,3/22/2024,Closed Lost,Indirect,7200,1
2/14/2024,3/22/2024,Closed Lost,SMB,5260,1
2/14/2024,3/29/2024,Closed Won,SMB,12160,2
2/14/2024,4/26/2024,Closed Lost,Mid Market,10512,1
2/14/2024,4/26/2024,Closed Won,Mid Market,13808.64,1
2/14/2024,5/10/2024,Closed Lost,Indirect,4500,1
2/14/2024,5/31/2024,Closed Lost,SMB,18846.76,3
2/14/2024,6/28/2024,Closed Won,Mid Market,24552,1
2/14/2024,7/5/2024,Closed Won,Mid Market,106991.28,1
2/14/2024,7/26/2024,Closed Lost,Mid Market,10989.6,1
2/14/2024,7/26/2024,Solutioning,Mid Market,12060.24,1
2/14/2024,8/2/2024,Closed Lost,Large Market,317616,1
2/14/2024,8/9/2024,Closed Lost,SMB,5260,1
2/14/2024,8/23/2024,Closed Lost,Indirect,3300,1
2/14/2024,8/23/2024,Closed Won,Indirect,16241.4,1
2/14/2024,9/27/2024,Closed Lost,SMB,5260,1
2/14/2024,10/25/2024,Closed Lost,Indirect,21648,1
2/14/2024,1/31/2025,Closed Lost,Indirect,5160,1
2/15/2024,3/8/2024,Closed Won,Mid Market,5779.8,1
2/15/2024,4/19/2024,Closed Lost,Mid Market,22152,1
2/15/2024,4/26/2024,Closed Lost,Mid Market,11694.6,1
2/15/2024,5/10/2024,Closed Won,Mid Market,10774.08,1
2/15/2024,6/14/2024,Closed Lost,Mid Market,22177.044,1
2/16/2024,2/23/2024,Closed Lost,SMB,5260,1
2/16/2024,3/15/2024,Closed Lost,Mid Market,40914.72,1
2/16/2024,4/5/2024,Closed Lost,SMB,7884,1
2/16/2024,4/26/2024,Closed Lost,Mid Market,39720,2
2/16/2024,5/17/2024,Closed Lost,Mid Market,35105.4,2
2/16/2024,6/21/2024,Closed Lost,Mid Market,29909.664,1
2/16/2024,7/5/2024,Closed Lost,SMB,5260,1
2/19/2024,2/23/2024,Closed Won,Indirect,881.64,1
2/19/2024,5/3/2024,Closed Lost,Indirect,7200,1
2/19/2024,5/3/2024,Closed Lost,Large Market,378480,1
2/19/2024,5/10/2024,Closed Won,Mid Market,12987,1
2/19/2024,5/17/2024,Closed Lost,Indirect,11880,1
2/19/2024,5/17/2024,Closed Lost,Mid Market,35164.8,1
2/19/2024,5/24/2024,Closed Lost,Mid Market,76140,1
2/19/2024,6/28/2024,Closed Won,Large Market,246139.08,1
2/19/2024,9/27/2024,Closed Lost,Large Market,148320,1
2/20/2024,2/23/2024,Closed Won,Indirect,12490.24,3
2/20/2024,4/5/2024,Closed Lost,Mid Market,8064,1
2/20/2024,4/19/2024,Closed Lost,SMB,5260,1
2/20/2024,4/26/2024,Closed Lost,Mid Market,19476.72,1
2/20/2024,5/3/2024,Closed Lost,SMB,9744,1
2/20/2024,5/10/2024,Closed Lost,SMB,8230.24,2
2/20/2024,5/17/2024,Closed Lost,Large Market,23100,1
2/20/2024,5/17/2024,Closed Won,Mid Market,58951.68,1
2/20/2024,5/31/2024,Closed Lost,SMB,20580.72,4
2/20/2024,7/12/2024,Closed Won,SMB,10176.84,1
2/20/2024,7/26/2024,Closed Lost,Mid Market,4018.56,1
2/20/2024,8/2/2024,Closed Lost,Mid Market,27918,1
2/20/2024,10/18/2024,Closed Won,SMB,4368,1
2/20/2024,11/15/2024,Closed Lost,SMB,5260,1
2/20/2024,12/13/2024,Closed Lost,Indirect,0,1
2/21/2024,2/23/2024,Closed Won,Indirect,2400,1
2/21/2024,4/26/2024,Closed Lost,Indirect,94080,1
2/21/2024,5/10/2024,Closed Lost,Mid Market,36706.8,1
2/21/2024,6/7/2024,Closed Lost,Mid Market,20544,1
2/21/2024,7/26/2024,Closed Lost,Mid Market,18116.28,1
2/21/2024,9/13/2024,Closed Lost,Mid Market,20064,1
2/21/2024,9/27/2024,Closed Lost,SMB,6044.4,1
2/21/2024,10/11/2024,Closed Lost,SMB,5260,1
2/21/2024,12/13/2024,Closed Lost,Indirect,3528,1
2/22/2024,3/1/2024,Closed Lost,Indirect,0,1
2/22/2024,3/8/2024,Closed Lost,Mid Market,12850.92,1
2/22/2024,4/5/2024,Closed Lost,Indirect,7200,1
2/22/2024,4/5/2024,Closed Lost,Mid Market,25560,1
2/22/2024,4/5/2024,Closed Lost,SMB,5260,1
2/22/2024,5/17/2024,Closed Lost,Indirect,2773.8,1
2/22/2024,5/31/2024,Closed Lost,SMB,12355.6,2
2/22/2024,8/23/2024,Closed Lost,Mid Market,59136,1
2/22/2024,10/25/2024,Closed Lost,Indirect,10000,1
2/22/2024,12/13/2024,Closed Lost,Indirect,21568.68,1
2/22/2024,8/1/2025,Closed Won,Mid Market,248289.3,1
2/23/2024,3/1/2024,Closed Won,Indirect,568.8,1
2/23/2024,3/8/2024,Closed Lost,SMB,5260,1
2/23/2024,4/26/2024,Closed Won,SMB,3132,1
2/23/2024,5/31/2024,Closed Lost,Mid Market,53760,1
2/23/2024,5/31/2024,Closed Lost,SMB,6660,2
2/23/2024,7/5/2024,Closed Lost,SMB,9048,2
2/23/2024,8/16/2024,Closed Lost,SMB,5913,1
2/23/2024,9/27/2024,Closed Lost,SMB,5260,1
2/23/2024,10/11/2024,Closed Lost,SMB,1600,1
2/23/2024,10/25/2024,Closed Won,Mid Market,71409.6,1
2/23/2024,11/29/2024,Closed Lost,SMB,5260,1
2/23/2024,3/21/2025,Closed Lost,Indirect,143856.6,1
2/26/2024,3/29/2024,Closed Won,Indirect,12567,1
2/26/2024,4/12/2024,Closed Lost,Mid Market,12654,1
2/26/2024,5/31/2024,Closed Lost,SMB,5260,1
2/26/2024,6/7/2024,Closed Lost,Mid Market,99337.32,1
2/26/2024,6/28/2024,Closed Lost,Mid Market,18931.44,1
2/27/2024,3/1/2024,Closed Lost,SMB,5260,1
2/27/2024,4/19/2024,Closed Lost,SMB,4968,1
2/27/2024,5/24/2024,Closed Won,Indirect,18600,1
2/27/2024,5/31/2024,Closed Lost,SMB,14458,2
2/27/2024,6/21/2024,Closed Lost,Mid Market,93939.84,1
2/27/2024,7/5/2024,Closed Lost,Mid Market,51356.4,1
2/27/2024,7/12/2024,Closed Lost,Indirect,0,2
2/27/2024,8/2/2024,Closed Lost,Mid Market,248104.8,1
2/27/2024,9/27/2024,Closed Lost,SMB,6264,1
2/27/2024,10/11/2024,Closed Lost,SMB,5260,1
2/27/2024,10/25/2024,Closed Lost,Indirect,7200,1
2/27/2024,11/15/2024,Closed Lost,SMB,8268,1
2/27/2024,12/12/2025,Closed Lost,Indirect,10000,1
2/28/2024,3/1/2024,Closed Won,Indirect,119.28,1
2/28/2024,3/22/2024,Closed Lost,Mid Market,6773.76,1
2/28/2024,4/5/2024,Closed Lost,Mid Market,22871.76,1
2/28/2024,4/12/2024,Closed Won,Mid Market,56667.6,1
2/28/2024,4/26/2024,Closed Lost,Mid Market,35897.04,2
2/28/2024,4/26/2024,Closed Lost,SMB,5260,1
2/28/2024,5/24/2024,Closed Lost,Mid Market,27649.44,1
2/28/2024,6/28/2024,Closed Lost,SMB,5260,1
2/28/2024,7/26/2024,Closed Lost,Large Market,403522.2,1
2/28/2024,8/16/2024,Closed Lost,Mid Market,56411.4,1
2/28/2024,11/8/2024,Closed Lost,Mid Market,11563.2,1
2/28/2024,11/15/2024,Closed Lost,SMB,4740,1
2/29/2024,4/19/2024,Closed Lost,SMB,6228.36,1
2/29/2024,4/26/2024,Closed Lost,SMB,5260,1
2/29/2024,6/14/2024,Closed Lost,SMB,5260,1
2/29/2024,6/14/2024,Closed Won,SMB,7722,1
2/29/2024,7/5/2024,Closed Lost,SMB,1476,1
2/29/2024,7/12/2024,Closed Won,Large Market,1266051.6,1
2/29/2024,7/19/2024,Closed Lost,Mid Market,161078.4,1
2/29/2024,11/15/2024,Closed Lost,SMB,6006,1
2/29/2024,12/13/2024,Closed Lost,Indirect,12528,1
2/29/2024,3/21/2025,Closed Lost,Indirect,15515.4,1
3/1/2024,3/8/2024,Closed Won,Indirect,4068,1
3/1/2024,3/29/2024,Closed Lost,SMB,5260,1
3/1/2024,4/12/2024,Closed Won,SMB,1748,1
3/1/2024,4/19/2024,Closed Lost,SMB,8748,1
3/1/2024,4/26/2024,Closed Won,Mid Market,11288.16,1
3/1/2024,5/10/2024,Closed Lost,Large Market,3086268.24,1
3/1/2024,6/14/2024,Closed Lost,Large Market,242984.88,1
3/1/2024,6/14/2024,Closed Lost,SMB,5260,1
3/1/2024,6/21/2024,Closed Lost,Mid Market,42960,1
3/1/2024,7/19/2024,Closed Lost,Large Market,146160,1
3/1/2024,8/30/2024,Closed Lost,Mid Market,26982.72,1
3/1/2024,10/4/2024,Closed Won,Mid Market,46876.44,1
3/3/2024,5/10/2024,Closed Lost,Mid Market,22640.64,2
3/3/2024,8/9/2024,Closed Lost,Mid Market,24980.4,1
3/4/2024,3/15/2024,Closed Lost,Large Market,159564,1
3/4/2024,3/22/2024,Closed Lost,SMB,5840,1
3/4/2024,4/19/2024,Closed Lost,SMB,2131.92,1
3/4/2024,8/9/2024,Closed Won,Large Market,255696,1
3/4/2024,8/16/2024,Closed Lost,Mid Market,12342,1
3/4/2024,12/13/2024,Closed Lost,Indirect,10000,1
3/4/2024,3/21/2025,Closed Lost,Indirect,14640,1
3/5/2024,3/8/2024,Closed Won,SMB,9302.4,2
3/5/2024,6/7/2024,Closed Lost,Mid Market,20952,1
3/5/2024,7/19/2024,Closed Lost,SMB,5260,1
3/5/2024,7/26/2024,Closed Lost,Mid Market,73890,1
3/5/2024,8/2/2024,Closed Won,Mid Market,12188.88,1
3/5/2024,8/9/2024,Closed Lost,Mid Market,90439.68,1
3/5/2024,9/13/2024,Closed Lost,SMB,5260,1
3/5/2024,10/11/2024,Closed Lost,SMB,5260,1
3/5/2024,12/13/2024,Closed Lost,Indirect,90000,1
3/5/2024,5/2/2025,Closed Lost,SMB,5260,1
3/6/2024,3/8/2024,Closed Won,Indirect,376.32,1
3/6/2024,4/26/2024,Closed Lost,Mid Market,6195,1
3/6/2024,5/3/2024,Closed Lost,Indirect,7920,1
3/6/2024,5/3/2024,Closed Lost,SMB,5260,1
3/6/2024,5/31/2024,Closed Lost,Mid Market,9381.96,1
3/6/2024,7/12/2024,Closed Lost,Mid Market,94231.2,1
3/6/2024,12/13/2024,Closed Lost,Indirect,59340,1
3/6/2024,3/7/2025,Closed Lost,Indirect,5880,1
3/7/2024,5/17/2024,Closed Lost,Mid Market,12312.96,1
3/7/2024,5/17/2024,Closed Won,SMB,6900,1
3/7/2024,6/21/2024,Closed Lost,Mid Market,180562.2,2
3/7/2024,7/19/2024,Closed Lost,SMB,5260,1
3/7/2024,9/20/2024,Closed Lost,Large Market,967228.8,1
3/7/2024,9/27/2024,Closed Lost,SMB,3522.72,1
3/7/2024,10/11/2024,Closed Lost,Mid Market,9723.6,1
3/7/2024,10/18/2024,Closed Won,Mid Market,19695.84,1
3/7/2024,11/15/2024,Closed Lost,SMB,5260,1
3/7/2024,2/7/2025,Closed Lost,SMB,5260,1
3/7/2024,5/2/2025,Closed Lost,SMB,5260,1
3/8/2024,5/10/2024,Closed Won,Mid Market,23256,1
3/8/2024,6/7/2024,Closed Won,Large Market,128079.84,1
3/8/2024,6/14/2024,Closed Lost,Indirect,2400,1
3/8/2024,6/14/2024,Closed Lost,Mid Market,36707.472,1
3/8/2024,6/28/2024,Closed Won,Mid Market,140751.6,1
3/8/2024,8/9/2024,Closed Lost,Mid Market,76800,1
3/8/2024,12/13/2024,Closed Lost,Indirect,0,1
3/10/2024,3/15/2024,Closed Won,Mid Market,15617.28,1
3/10/2024,6/7/2024,Closed Won,Mid Market,15714,1
3/11/2024,4/12/2024,Closed Won,Mid Market,18461.04,1
3/11/2024,5/10/2024,Closed Lost,Indirect,4689342.6,2
3/11/2024,5/24/2024,Closed Lost,Indirect,7200,1
3/11/2024,7/19/2024,Closed Lost,Mid Market,24336,1
3/11/2024,8/9/2024,Closed Lost,SMB,10840,2
3/11/2024,10/11/2024,Closed Lost,Mid Market,55872,1
3/11/2024,11/15/2024,Closed Lost,SMB,5260,1
3/12/2024,3/15/2024,Closed Lost,Mid Market,10690.56,1
3/12/2024,3/15/2024,Closed Won,Mid Market,17942.4,1
3/12/2024,3/29/2024,Closed Lost,Mid Market,9360,1
3/12/2024,5/3/2024,Closed Lost,SMB,10291.2,1
3/12/2024,5/17/2024,Closed Lost,Mid Market,101400,1
3/12/2024,5/31/2024,Closed Lost,SMB,16123.56,3
3/12/2024,6/28/2024,Closed Lost,Mid Market,25560,1
3/12/2024,7/12/2024,Closed Lost,Large Market,119772,1
3/12/2024,8/9/2024,Closed Lost,SMB,5788,1
3/12/2024,8/16/2024,Closed Won,Mid Market,19440,1
3/12/2024,9/13/2024,Closed Lost,Mid Market,13622.4,1
3/12/2024,9/27/2024,Closed Lost,Mid Market,99306.072,2
3/13/2024,3/15/2024,Closed Lost,Indirect,0,2
3/13/2024,3/15/2024,Closed Won,Indirect,0,1
3/13/2024,3/22/2024,Closed Won,Indirect,2400,1
3/13/2024,5/10/2024,Closed Lost,Mid Market,17064,1
3/13/2024,5/31/2024,Closed Lost,Mid Market,13245.12,1
3/13/2024,6/14/2024,Closed Lost,Indirect,3887.4,1
3/13/2024,7/26/2024,Closed Lost,Mid Market,6936,1
3/13/2024,10/18/2024,Closed Lost,Mid Market,46008,1
3/13/2024,10/25/2024,Closed Lost,Indirect,38640,1
3/14/2024,4/5/2024,Closed Lost,Mid Market,15306.6,1
3/14/2024,4/19/2024,Closed Lost,Mid Market,16005.6,1
3/14/2024,5/3/2024,Closed Lost,Mid Market,9873.6,1
3/14/2024,5/10/2024,Closed Lost,SMB,5260,1
3/14/2024,5/10/2024,Closed Won,SMB,5260,1
3/14/2024,5/31/2024,Closed Lost,Mid Market,63840,1
3/14/2024,7/5/2024,Closed Lost,SMB,5840,1
3/14/2024,7/4/2025,Closed Lost,Mid Market,13992,1
3/15/2024,3/22/2024,Closed Won,Indirect,1061.76,1
3/15/2024,4/19/2024,Closed Won,Mid Market,9324.288,1
3/15/2024,4/26/2024,Closed Lost,Mid Market,29568,1
3/15/2024,4/26/2024,Closed Won,Mid Market,18228.24,1
3/15/2024,5/17/2024,Closed Lost,Indirect,7200,1
3/15/2024,6/7/2024,Closed Lost,SMB,3148.8,1
3/15/2024,6/21/2024,Closed Lost,Indirect,7200,1
3/15/2024,6/21/2024,Closed Lost,SMB,5260,1
3/15/2024,6/28/2024,Closed Lost,Mid Market,29326.08,1
3/15/2024,6/28/2024,Closed Won,SMB,5680.84,2
3/15/2024,7/5/2024,Closed Lost,SMB,1256,1
3/15/2024,7/19/2024,Closed Lost,SMB,5260,1
3/18/2024,5/17/2024,Closed Lost,Mid Market,55411.2,1
3/18/2024,5/24/2024,Closed Lost,Mid Market,45901.44,1
3/18/2024,5/31/2024,Closed Lost,Mid Market,53760,1
3/18/2024,5/31/2024,Closed Lost,SMB,6900,1
3/18/2024,5/31/2024,Closed Won,Mid Market,7416,1
3/18/2024,6/21/2024,Closed Lost,Mid Market,29004,1
3/18/2024,6/28/2024,Closed Lost,SMB,5580,1
3/18/2024,7/5/2024,Closed Lost,Mid Market,15143.04,1
3/18/2024,7/12/2024,Closed Lost,Indirect,0,2
3/18/2024,7/26/2024,Closed Won,Mid Market,16761,1
3/18/2024,8/23/2024,Closed Lost,Mid Market,23550,1
3/18/2024,9/13/2024,Closed Lost,SMB,7884,1
3/18/2024,11/29/2024,Closed Lost,SMB,5840,1
3/19/2024,3/22/2024,Closed Won,Indirect,825.48,3
3/19/2024,4/12/2024,Closed Lost,Large Market,520116,1
3/19/2024,4/19/2024,Closed Lost,SMB,12440,3
3/19/2024,5/10/2024,Closed Lost,Mid Market,15132,1
3/19/2024,5/31/2024,Closed Lost,Mid Market,21187.08,1
3/19/2024,5/31/2024,Closed Won,SMB,6709.44,1
3/19/2024,6/21/2024,Closed Lost,Mid Market,29308.8,1
3/19/2024,7/19/2024,Closed Lost,SMB,6570,1
3/19/2024,7/26/2024,Closed Lost,Mid Market,11589.48,1
3/19/2024,8/23/2024,Closed Lost,Large Market,409500,1
3/19/2024,9/20/2024,Closed Lost,Large Market,642360,1
3/20/2024,3/22/2024,Closed Won,Indirect,15876,1
3/20/2024,5/3/2024,Closed Lost,Mid Market,12058.44,1
3/20/2024,5/10/2024,Closed Lost,Mid Market,76800,1
3/20/2024,5/10/2024,Closed Lost,SMB,5260,1
3/20/2024,5/31/2024,Closed Lost,SMB,3675,1
3/20/2024,6/21/2024,Closed Lost,Mid Market,14878.56,1
3/20/2024,6/21/2024,Closed Lost,SMB,6044.4,1
3/20/2024,6/21/2024,Closed Won,Mid Market,17651.52,1
3/20/2024,7/5/2024,Closed Lost,SMB,9786.4,2
3/20/2024,7/19/2024,Closed Lost,Mid Market,20467.2,1
3/20/2024,8/23/2024,Closed Lost,Mid Market,12672,1
3/20/2024,9/20/2024,Closed Lost,Mid Market,7041.6,1
3/20/2024,10/18/2024,Closed Lost,Mid Market,5256,1
3/20/2024,11/15/2024,Closed Lost,SMB,4326.84,1
3/21/2024,3/22/2024,Closed Won,Indirect,6720,2
3/21/2024,4/12/2024,Closed Won,Mid Market,13096.8,1
3/21/2024,4/26/2024,Closed Lost,Indirect,2400,1
3/21/2024,5/17/2024,Closed Lost,Indirect,98809.8,2
3/21/2024,5/24/2024,Closed Lost,Indirect,17200,2
3/21/2024,7/26/2024,Closed Lost,Large Market,174000,1
3/21/2024,8/9/2024,Closed Won,SMB,5580,1
3/21/2024,8/30/2024,Closed Won,SMB,4128.96,1
3/21/2024,9/13/2024,Closed Lost,SMB,5260,1
3/21/2024,11/1/2024,Closed Lost,SMB,5260,1
3/21/2024,12/13/2024,Closed Lost,Indirect,0,1
3/22/2024,4/12/2024,Closed Lost,SMB,7144.2,1
3/22/2024,4/26/2024,Closed Lost,Mid Market,51368.4,1
3/22/2024,4/26/2024,Closed Lost,SMB,5260,1
3/22/2024,5/3/2024,Closed Lost,Mid Market,20579.52,1
3/22/2024,5/10/2024,Closed Lost,SMB,1421.28,1
3/22/2024,5/17/2024,Closed Won,Mid Market,44212.8,1
3/22/2024,5/24/2024,Closed Lost,Mid Market,20656.44,1
3/22/2024,5/24/2024,Closed Won,Mid Market,32455.68,1
3/22/2024,6/21/2024,Closed Lost,Mid Market,12802.68,1
3/22/2024,8/9/2024,Closed Lost,SMB,7581.6,1
3/25/2024,4/5/2024,Closed Lost,SMB,9460,1
3/25/2024,5/10/2024,Closed Lost,Indirect,275404.8,3
3/25/2024,6/7/2024,Closed Lost,Mid Market,11827.2,1
3/25/2024,7/5/2024,Closed Won,Large Market,515631.96,1
3/25/2024,7/26/2024,Closed Lost,Mid Market,10512,1
3/25/2024,8/9/2024,Closed Lost,Mid Market,20032.32,1
3/25/2024,8/23/2024,Closed Lost,Mid Market,89160,2
3/25/2024,12/13/2024,Closed Lost,Indirect,0,1
3/26/2024,4/12/2024,Closed Lost,Indirect,0,2
3/26/2024,4/19/2024,Closed Lost,Indirect,0,1
3/26/2024,5/10/2024,Closed Lost,Indirect,0,1
3/26/2024,5/10/2024,Closed Lost,Mid Market,15275.52,1
3/26/2024,5/10/2024,Closed Lost,SMB,5260,1
3/26/2024,5/17/2024,Closed Lost,Indirect,561895.8,22
3/26/2024,6/7/2024,Closed Lost,Indirect,0,3
3/26/2024,6/14/2024,Closed Lost,Indirect,29700,1
3/26/2024,6/28/2024,Closed Lost,Indirect,0,2
3/26/2024,6/28/2024,Closed Lost,SMB,5580,1
3/26/2024,7/5/2024,Closed Lost,Mid Market,73728,1
3/26/2024,7/12/2024,Closed Lost,Indirect,0,173
3/26/2024,7/12/2024,Solutioning,Indirect,288000,1
3/26/2024,11/15/2024,Closed Lost,Indirect,2900,2
3/26/2024,11/29/2024,Closed Lost,SMB,8170.2,1
3/26/2024,12/6/2024,Closed Lost,Indirect,0,1
3/26/2024,3/21/2025,Closed Lost,Indirect,0,16
3/26/2024,3/28/2025,Closed Lost,Indirect,0,1
3/26/2024,4/4/2025,Closed Lost,Indirect,0,4
3/26/2024,5/9/2025,Closed Lost,Indirect,0,2
3/26/2024,12/12/2025,Closed Lost,Indirect,0,4
3/26/2024,Open,Alignment,Indirect,15000,1
3/27/2024,3/29/2024,Closed Won,Indirect,1522.8,2
3/27/2024,3/29/2024,Closed Won,SMB,9408.84,1
3/27/2024,5/3/2024,Closed Won,SMB,2235.6,1
3/27/2024,5/10/2024,Closed Lost,SMB,5260,1
3/27/2024,5/31/2024,Closed Lost,SMB,3650.4,1
3/27/2024,6/7/2024,Closed Lost,SMB,5580,1
3/27/2024,6/14/2024,Closed Lost,SMB,5840,1
3/27/2024,7/26/2024,Closed Lost,Mid Market,122169.6,1
3/27/2024,8/9/2024,Closed Lost,Mid Market,73415.88,1
3/27/2024,8/16/2024,Closed Won,Mid Market,62863.56,1
3/27/2024,10/4/2024,Closed Won,Mid Market,56715.876,1
3/27/2024,10/11/2024,Closed Lost,Mid Market,27667.68,1
3/27/2024,10/11/2024,Closed Lost,SMB,7884,1
3/27/2024,10/18/2024,Closed Won,SMB,4098.6,1
3/27/2024,10/25/2024,Closed Lost,Mid Market,18174,1
3/28/2024,3/29/2024,Closed Won,Indirect,322.56,1
